emp_no,first_name,last_name,to_date
239944,Mariangiola,Fritzsche,9999-01-01
239955,Pantung,Gihr,9999-01-01
239979,Radhia,Radwan,9999-01-01
239989,Tsvetan,Vakili,9999-01-01
239995,Kotesh,Simmel,9999-01-01
240014,Manibrata,Swiler,9999-01-01
240055,Bernice,Kumaresan,9999-01-01
240060,Anwar,Reinhard,9999-01-01
240062,Lucian,Maquelin,9999-01-01
240083,Huan,Kroon,9999-01-01
240086,Demos,Tasistro,9999-01-01
240094,Maria,Daescu,9999-01-01
240097,Godehard,Kitai,9999-01-01
240112,Subbu,Marciano,9999-01-01
240129,Roddy,Karnin,9999-01-01
240134,Lidong,Mattern,9999-01-01
240135,Kwok,Gien,9999-01-01
240140,Kristina,Setlzner,9999-01-01
240141,Hisao,Emmart,9999-01-01
240143,Tremaine,Demri,9999-01-01
240146,Joydip,Orlowski,9999-01-01
240156,Hisao,Heijenga,9999-01-01
240160,Abdelghani,Clouatre,9999-01-01
240163,Shugo,Ghazalie,9999-01-01
240196,Xianlong,Vigier,9999-01-01
240204,Duke,Vandervoorde,9999-01-01
240208,Eishiro,Dusink,9999-01-01
240217,Ger,Akiyama,9999-01-01
240218,Yonghong,Akazan,9999-01-01
240228,Sangeeta,Lubachevsky,9999-01-01
240241,Aimee,Ginesta,9999-01-01
240260,Fumiya,Herber,9999-01-01
240268,Masanao,Iwayama,9999-01-01
240289,Jeane,Sidhu,9999-01-01
240308,Jordanka,Beeson,9999-01-01
240309,Roselyn,Angel,9999-01-01
240313,Sandeepan,Krupka,9999-01-01
240341,Constantijn,Vendrig,9999-01-01
240344,Sarita,Koyama,9999-01-01
240352,Rimon,Rubsam,9999-01-01
240356,Oscar,Mondadori,9999-01-01
240360,Mary,Pelz,9999-01-01
240367,Amabile,Yetim,9999-01-01
240378,Rimli,Trachtenberg,9999-01-01
240382,Zengping,Egerstedt,9999-01-01
240404,Gererd,Swen,9999-01-01
240407,Jaewoo,Gilg,9999-01-01
240414,Aran,Maquelin,9999-01-01
240418,Behnaam,Solares,9999-01-01
240441,Luise,Prampolini,9999-01-01
240469,Harngdar,Oxenboll,9999-01-01
240475,Qunsheng,Guardalben,9999-01-01
240499,Mitchel,Encarnacion,9999-01-01
240518,Guadalupe,Reeker,9999-01-01
240527,Alselm,Millington,9999-01-01
240530,Alois,Sridhar,9999-01-01
240540,Kazunori,Kopetz,9999-01-01
240559,Yinlin,Bhattacharjee,9999-01-01
240561,Stella,Simmen,9999-01-01
240587,Zorica,Akazan,9999-01-01
240589,Kish,Ritcey,9999-01-01
240592,Duke,Kilgore,9999-01-01
240594,Uta,Sommen,9999-01-01
240609,Taegyun,Serre,9999-01-01
240629,Jamaludin,Ratnaker,9999-01-01
240635,Manibrata,Lanphier,9999-01-01
240639,Mountaz,Bratten,9999-01-01
240666,Kinh,Ventosa,9999-01-01
240669,Jeanna,Azulay,9999-01-01
240675,Karoline,Uchoa,9999-01-01
240678,Harjit,Perin,9999-01-01
240679,Toshimo,Jullig,9999-01-01
240684,Masaki,Bain,9999-01-01
240690,Jungsoon,Narahara,9999-01-01
240693,Hongzue,Ratnakar,9999-01-01
240696,Boutros,Velardi,9999-01-01
240697,Rafail,Molenaar,9999-01-01
240711,Kokou,Alpin,9999-01-01
240715,Lijie,Ghelli,9999-01-01
240721,Srinidhi,Kieras,9999-01-01
240727,Visit,Bauknecht,9999-01-01
240744,Yakkov,Ratnakar,9999-01-01
240750,Shrikanth,Bernatsky,9999-01-01
240751,Moie,Pintelas,9999-01-01
240770,Gino,Erman,9999-01-01
240779,Claudi,Morris,9999-01-01
240787,Munenori,Farrel,9999-01-01
240793,Boutros,Hennings,9999-01-01
240798,Arvin,Munawer,9999-01-01
240811,Valdiodio,Eugenio,9999-01-01
240814,Filipp,Vieri,9999-01-01
240826,Weidon,Paludetto,9999-01-01
240834,Basil,Gelosh,9999-01-01
240857,Karsten,Krzyzanowski,9999-01-01
240869,Kirk,Hasham,9999-01-01
240871,Perry,Goldhammer,9999-01-01
240892,Charlene,Wiegley,9999-01-01
240927,Adit,Alvarado,9999-01-01
240928,Shahaf,Unni,9999-01-01
240936,Shahid,Tanemo,9999-01-01
240947,Arra,Azadmanesh,9999-01-01
240950,Demos,Kleiser,9999-01-01
240951,Visit,Awdeh,9999-01-01
240960,Hongzhu,Murtha,9999-01-01
240964,Marjo,Kusakabe,9999-01-01
240965,Elvia,Ashish,9999-01-01
240988,Weidon,Flasterstein,9999-01-01
241011,Fumiko,Scallan,9999-01-01
241030,Khun,Siochi,9999-01-01
241035,Heping,Marshall,9999-01-01
241040,Duri,Siegrist,9999-01-01
241067,Shigeu,Binkley,9999-01-01
241071,Jovan,Tetzlaff,9999-01-01
241123,Tomoyuki,Jonsson,9999-01-01
241126,Masamitsu,Francisci,9999-01-01
241130,Yucel,Nyanchama,9999-01-01
241145,Kwee,Sundgren,9999-01-01
241153,Maris,Kalloufi,9999-01-01
241169,Parke,Aloia,9999-01-01
241182,Toshimi,Peral,9999-01-01
241204,Fumitake,Dehkordi,9999-01-01
241216,Sreenivas,Conta,9999-01-01
241253,Shigeichiro,Schapiro,9999-01-01
241258,Shai,Zwicker,9999-01-01
241260,Kellie,Heinisuo,9999-01-01
241301,Masato,Perin,9999-01-01
241303,Jamaludin,Bratsberg,9999-01-01
241306,Sanjiv,Danley,9999-01-01
241320,Sreekrishna,Rosch,9999-01-01
241321,Shir,Heping,9999-01-01
241328,Murthy,Shinomoto,9999-01-01
241354,Kousuke,Pauthner,9999-01-01
241363,Gurbir,Slutz,9999-01-01
241380,Josyula,Pezzoli,9999-01-01
241389,Yishay,Sommen,9999-01-01
241399,Zhaofang,Przulj,9999-01-01
241411,Subhada,Salvesen,9999-01-01
241427,Fei,Msuda,9999-01-01
241463,Tadahiko,Fritzsche,9999-01-01
241472,Jianhao,Slobodova,9999-01-01
241481,Muzhong,Dahlbom,9999-01-01
241492,Miomir,Atchley,9999-01-01
241502,Mitchel,Hainaut,9999-01-01
241514,Arve,Arlazarov,9999-01-01
241518,Janche,Rijckaert,9999-01-01
241525,Yechezkel,Journel,9999-01-01
241537,Idoia,Zielinski,9999-01-01
241548,Evgueni,Crouzet,9999-01-01
241553,Nathan,Gurbaxani,9999-01-01
241558,Sadok,Hedayat,9999-01-01
241570,Tiina,Erde,9999-01-01
241577,Gao,Wendorf,9999-01-01
241580,Ortrun,Motley,9999-01-01
241589,Rutger,Silva,9999-01-01
241595,Oddvar,Muhling,9999-01-01
241597,Thodoros,Spieker,9999-01-01
241622,Mara,Grospietsch,9999-01-01
241623,Fumitaka,Knightly,9999-01-01
241627,Remco,Plump,9999-01-01
241632,Sadun,Merel,9999-01-01
241639,Kankanahalli,Stafford,9999-01-01
241660,Marla,Boissier,9999-01-01
241665,Dinah,Businaro,9999-01-01
241666,Mechthild,Tibblin,9999-01-01
241668,Bouchung,Eldridge,9999-01-01
241672,Augustine,Schlegelmilch,9999-01-01
241677,Lansing,Denti,9999-01-01
241689,Tristan,Borovoy,9999-01-01
241690,Atreyi,Lemarechal,9999-01-01
241737,Aria,Gente,9999-01-01
241750,Shih,Grabner,9999-01-01
241762,Toney,Tiemann,9999-01-01
241784,Francesca,Lamparter,9999-01-01
241786,Shaibal,Khamsi,9999-01-01
241788,Val,Shimshoni,9999-01-01
241815,Alagu,Terlouw,9999-01-01
241828,Jessie,Champarnaud,9999-01-01
241842,Kokou,Staudhammer,9999-01-01
241851,Domenico,Marzano,9999-01-01
241855,Nechama,Undy,9999-01-01
241864,Taizo,Kandlur,9999-01-01
241880,Moty,Erev,9999-01-01
241887,Sushant,Sewelson,9999-01-01
241926,Matk,Debuse,9999-01-01
241928,Valery,Norsworthy,9999-01-01
241940,Carrsten,Schoegge,9999-01-01
241942,Jackson,Ratnaker,9999-01-01
241955,Evgueni,Vakili,9999-01-01
241965,Aimee,Kornatzky,9999-01-01
241969,Susuma,Kriebel,9999-01-01
241973,Stevo,Ozeki,9999-01-01
241984,Boaz,Callaway,9999-01-01
241985,Baziley,Muniz,9999-01-01
242005,Emdad,Pettey,9999-01-01
242011,Subhash,Mahnke,9999-01-01
242014,Conor,Wilharm,9999-01-01
242030,Constantine,Wrigley,9999-01-01
242037,Izaskun,Yemenis,9999-01-01
242055,Arco,Zaiane,9999-01-01
242058,Shaowen,Morrey,9999-01-01
242069,Angus,Perz,9999-01-01
242071,Youpyo,Denti,9999-01-01
242072,Suzette,Thiran,9999-01-01
242089,Chrisa,Highland,9999-01-01
242098,Mooi,Gecsei,9999-01-01
242114,Angus,Orlowska,9999-01-01
242123,Fan,Talmon,9999-01-01
242132,Serge,Liesche,9999-01-01
242152,Pranay,Hofmeyr,9999-01-01
242162,Yinghua,Bodoff,9999-01-01
242197,Marla,Hennings,9999-01-01
242198,Maria,Baik,9999-01-01
242200,Nimmagadda,Zumaque,9999-01-01
242214,Cullen,Krupka,9999-01-01
242227,Jouni,Dahlbom,9999-01-01
242231,Lansing,Biron,9999-01-01
242248,Nishit,Garnick,9999-01-01
242250,Yoshinari,Ishibashi,9999-01-01
242262,Ziva,Przulj,9999-01-01
242275,Toshiki,Haldar,9999-01-01
242280,Irene,Benzmuller,9999-01-01
242289,Sakthirel,Wixon,9999-01-01
242296,Sanjay,Passino,9999-01-01
242305,Gro,Merle,9999-01-01
242321,DAIDA,Reeker,9999-01-01
242333,Gaetan,Dolinsky,9999-01-01
242334,Renny,Kadhim,9999-01-01
242342,Marsha,Pargaonkar,9999-01-01
242347,Teunis,Heystek,9999-01-01
242348,Falguni,Puoti,9999-01-01
242367,Larisa,Papastamatiou,9999-01-01
242373,Christoper,Weisert,9999-01-01
242396,Bernice,Sichman,9999-01-01
242398,Djelloul,Levergood,9999-01-01
242404,Kwee,Zumaque,9999-01-01
242414,Urs,Nicolson,9999-01-01
242428,Uri,Valtorta,9999-01-01
242459,Jaber,Kriebel,9999-01-01
242461,Sham,Gente,9999-01-01
242470,Tse,Constantine,9999-01-01
242494,Nevio,Alpin,9999-01-01
242495,Demos,Yamaashi,9999-01-01
242499,Kendra,Denis,9999-01-01
242501,Huei,Zallocco,9999-01-01
242509,Rosalyn,Hebden,9999-01-01
242528,Lansing,Cannata,9999-01-01
242535,Nagui,Levasseur,9999-01-01
242546,Chuanyi,Kakkar,9999-01-01
242554,Sadegh,Masamoto,9999-01-01
242561,Shen,Compeau,9999-01-01
242572,Jongsuk,Danlos,9999-01-01
242585,Kwangho,Cyre,9999-01-01
242586,Xinglin,Gulik,9999-01-01
242598,Waiman,Nastansky,9999-01-01
242601,Adhemar,Kumaresan,9999-01-01
242614,Arie,Fandrianto,9999-01-01
242653,Yucel,Chelton,9999-01-01
242655,Tadahiko,Gunderson,9999-01-01
242678,Tokuyasu,Beausoleil,9999-01-01
242717,Mori,Nanard,9999-01-01
242722,Lijia,Larfeldt,9999-01-01
242731,Arun,Erdmenger,9999-01-01
242749,Tetsurou,Chandrasekhar,9999-01-01
242779,Mona,Whitcomb,9999-01-01
242789,Hitomi,Nitsch,9999-01-01
242793,Ekawit,Rosca,9999-01-01
242795,Tetsurou,Bouloucos,9999-01-01
242799,Kenton,Uehara,9999-01-01
242802,Heng,Shobatake,9999-01-01
242806,Conal,Motley,9999-01-01
242818,Malu,Murtagh,9999-01-01
242819,Xuejia,Lukaszewicz,9999-01-01
242821,Vojin,Baby,9999-01-01
242826,Turgut,Danner,9999-01-01
242834,Sanjoy,Tetzlaff,9999-01-01
242837,Eric,Hiraishi,9999-01-01
242846,Susanna,Raoux,9999-01-01
242850,Hyuckchul,Ouhyoung,9999-01-01
242862,Mario,Leonhardt,9999-01-01
242863,Debaprosad,Otillio,9999-01-01
242870,Kazuhisa,Thiria,9999-01-01
242879,Khalil,Khalid,9999-01-01
242886,Guadalupe,Nitsch,9999-01-01
242895,Khoa,Pillow,9999-01-01
242901,Ortrun,Atchley,9999-01-01
242903,Dung,Genther,9999-01-01
242907,Bouchung,Eppinger,9999-01-01
242920,Tuval,Anandan,9999-01-01
242927,Manibrata,Msuda,9999-01-01
242940,Hinrich,Vieth,9999-01-01
242949,Surveyors,Perelgut,9999-01-01
242957,Danae,Antonakopoulos,9999-01-01
242967,Susuma,Escriba,9999-01-01
242990,Sachar,Journel,9999-01-01
242993,Billur,Lorch,9999-01-01
243005,Leszek,Moffat,9999-01-01
243013,Yuqun,Peron,9999-01-01
243014,Gaurav,Codenie,9999-01-01
243024,Girolamo,Sherertz,9999-01-01
243036,Idoia,Lundstrom,9999-01-01
243054,Georgy,Felder,9999-01-01
243057,Bodo,Atrawala,9999-01-01
243084,Lech,Pavlopoulou,9999-01-01
243086,Rosalie,Kumaresan,9999-01-01
243095,Irene,Ullian,9999-01-01
243099,Mansur,Barvinok,9999-01-01
243103,Gao,Coney,9999-01-01
243109,Nagui,Barvinok,9999-01-01
243114,Gererd,Kemmerer,9999-01-01
243116,Masaru,Perna,9999-01-01
243128,Zhonghua,Papadias,9999-01-01
243131,Paris,Detkin,9999-01-01
243141,Kshitij,Birnbaum,9999-01-01
243154,Maia,Marrakchi,9999-01-01
243167,Flemming,Cusworth,9999-01-01
243178,Kaijung,Bazelow,9999-01-01
243180,Gen,Terkki,9999-01-01
243184,Hilari,Zongker,9999-01-01
243189,Goh,Rebaine,9999-01-01
243208,Sachin,Biros,9999-01-01
243210,Raimond,Lieberherr,9999-01-01
243213,Malu,Kusakabe,9999-01-01
243215,Yakichi,Bain,9999-01-01
243244,Sarita,Mitzlaff,9999-01-01
243255,Ghassan,Rosca,9999-01-01
243260,Wonhee,Delgrossi,9999-01-01
243270,Zongyan,Ruemmler,9999-01-01
243278,Franziska,Gerlach,9999-01-01
243288,Randi,Chiola,9999-01-01
243306,Sailaja,Randt,9999-01-01
243308,Tianruo,Demri,9999-01-01
243311,Mikhail,Dengi,9999-01-01
243316,Brendon,Talmon,9999-01-01
243337,Aloys,Speek,9999-01-01
243340,Waiman,Covnot,9999-01-01
243362,Fatemeh,Sifakis,9999-01-01
243378,Nirmal,Matzel,9999-01-01
243420,Jaewoo,Radwan,9999-01-01
243435,Moriyoshi,Akiyama,9999-01-01
243458,Leni,Zykh,9999-01-01
243465,Mayumi,Hutton,9999-01-01
243469,Serap,Marakhovsky,9999-01-01
243470,Paloma,Tyugu,9999-01-01
243473,Ebbe,Heemskerk,9999-01-01
243478,Ekawit,DasSarma,9999-01-01
243487,Ottavia,Makinen,9999-01-01
243494,Dannz,Bernatsky,9999-01-01
243508,Dhritiman,Sinitsyn,9999-01-01
243510,Paraskevi,Detkin,9999-01-01
243516,Ohad,Siochi,9999-01-01
243535,Chinhyun,Chorvat,9999-01-01
243537,Jingling,Pardalos,9999-01-01
243538,Arvin,Champarnaud,9999-01-01
243540,Kish,Larfeldt,9999-01-01
243561,Sergi,Sichman,9999-01-01
243564,Aran,Schiper,9999-01-01
243565,Nigel,Veeraraghavan,9999-01-01
243569,Mitchel,Ravishankar,9999-01-01
243571,Zeljko,Kulisch,9999-01-01
243578,Ymte,Klassen,9999-01-01
243589,Rasiah,Walstra,9999-01-01
243592,Radhia,Frolund,9999-01-01
243608,Rajmohan,Porotnikoff,9999-01-01
243636,Tamiya,Sudkamp,9999-01-01
243639,Sreekrishna,Smeets,9999-01-01
243677,Odoardo,Baezner,9999-01-01
243689,Koichi,Neiman,9999-01-01
243694,Niclas,Businaro,9999-01-01
243695,Harngdar,Stasinski,9999-01-01
243715,Baziley,Gewali,9999-01-01
243716,Abdulah,Denos,9999-01-01
243743,Adam,Cyre,9999-01-01
243762,Hidde,Kalsbeek,9999-01-01
243766,Xinyu,Oppitz,9999-01-01
243770,Baoqiu,Schlenzig,9999-01-01
243785,Takahiro,Veldwijk,9999-01-01
243793,Willard,Felder,9999-01-01
243799,Kiam,Chaudhury,9999-01-01
243804,Xianlong,Salinas,9999-01-01
243805,Ramzi,Vecchi,9999-01-01
243810,Kwan,Merel,9999-01-01
243811,Heather,Openshaw,9999-01-01
243815,Zengping,Improta,9999-01-01
243817,Valeska,Spelt,9999-01-01
243820,Chiranjit,Akaboshi,9999-01-01
243829,Seongbae,Thiria,9999-01-01
243838,Hailing,Selenyi,9999-01-01
243840,Jiang,Lakshmanan,9999-01-01
243845,Selwyn,Larfeldt,9999-01-01
243861,Dipayan,Cannane,9999-01-01
243877,Make,Kolvik,9999-01-01
243885,Kirk,Bernardeschi,9999-01-01
243891,Shan,Rodite,9999-01-01
243895,Pranas,Serra,9999-01-01
243917,Gill,Remmers,9999-01-01
243923,Owen,Akiyama,9999-01-01
243931,Sanjit,Miara,9999-01-01
243932,Divier,Castellani,9999-01-01
243933,Stepehn,Kabayashi,9999-01-01
243948,Macha,Ducloy,9999-01-01
243950,Lidong,Argence,9999-01-01
243958,Dipayan,Leuchs,9999-01-01
243981,Dipankar,Encarnacion,9999-01-01
243987,Genki,Gyorkos,9999-01-01
244019,Syozo,Fujisaki,9999-01-01
244021,Sungwon,Taubenfeld,9999-01-01
244065,Rutger,Georg,9999-01-01
244072,Chiranjit,Demke,9999-01-01
244078,Gurbir,Alblas,9999-01-01
244086,Nitsan,Hiroyama,9999-01-01
244094,Giordano,Ponthieu,9999-01-01
244113,Navin,Terwilliger,9999-01-01
244117,Dung,Chiodo,9999-01-01
244130,Mingzeng,Swab,9999-01-01
244148,Chikako,Heusch,9999-01-01
244172,Karoline,Thibadeau,9999-01-01
244177,Tzu,Champarnaud,9999-01-01
244187,Gregory,Peng,9999-01-01
244188,Yuping,Lanteri,9999-01-01
244196,Leon,Flowers,9999-01-01
244204,Masato,Prenel,9999-01-01
244205,Conor,Hofting,9999-01-01
244229,Kristina,Melichar,9999-01-01
244249,Yifei,Schach,9999-01-01
244252,Jeane,Sankaranarayanan,9999-01-01
244260,Sangeeta,Mandelberg,9999-01-01
244269,Eldridge,Lortz,9999-01-01
244271,Shawna,Sundgren,9999-01-01
244273,Fei,Raoux,9999-01-01
244279,DeForest,Claffy,9999-01-01
244280,Miyeon,Jiang,9999-01-01
244283,Inderjeet,Manderick,9999-01-01
244286,Manohar,Pettit,9999-01-01
244292,Khedija,Anick,9999-01-01
244323,Zhongwei,Emmerich,9999-01-01
244329,Nobuyoshi,Stentiford,9999-01-01
244338,Chuanti,Swick,9999-01-01
244341,Frazer,Muchinsky,9999-01-01
244359,Maria,McAffer,9999-01-01
244360,Mountaz,Swiler,9999-01-01
244361,Shuzo,Flasterstein,9999-01-01
244366,Carrsten,Carrera,9999-01-01
244369,Teiji,Penttonen,9999-01-01
244395,Oldrich,McConalogue,9999-01-01
244402,Xinan,Godskesen,9999-01-01
244437,Yinlin,Rikino,9999-01-01
244454,Akeno,Morrow,9999-01-01
244457,Nobuyoshi,Gargeya,9999-01-01
244462,Rafael,Heystek,9999-01-01
244524,Mabhin,Monarch,9999-01-01
244539,Aloys,Jumpertz,9999-01-01
244541,Djenana,Zedlitz,9999-01-01
244566,Jacopo,Soloway,9999-01-01
244579,Sasan,Zhiwei,9999-01-01
244590,Takanari,Azadmanesh,9999-01-01
244591,Akemi,Sambasivam,9999-01-01
244603,Yuichiro,Naudin,9999-01-01
244607,Manton,Fetvedt,9999-01-01
244611,Rosine,Stranks,9999-01-01
244614,Vasilis,Matzel,9999-01-01
244619,Suvo,Sabnani,9999-01-01
244630,Supot,Range,9999-01-01
244638,Takahira,Ghazalie,9999-01-01
244654,Suzette,Katiyar,9999-01-01
244661,Idoia,Parfitt,9999-01-01
244662,Oddvar,Falco,9999-01-01
244664,Hatim,Sgarro,9999-01-01
244671,Chanjung,Staudhammer,9999-01-01
244673,Kokou,Antonakopoulos,9999-01-01
244675,Aloys,Barreiro,9999-01-01
244677,Gift,Ruther,9999-01-01
244686,Utz,Pietrzykowski,9999-01-01
244705,Maha,Guerreiro,9999-01-01
244709,Masato,Wendorf,9999-01-01
244731,Paloma,Krichel,9999-01-01
244746,Arvin,Chaudhuri,9999-01-01
244750,Gaurav,Kamble,9999-01-01
244753,Xumin,Lanteri,9999-01-01
244766,Taizo,Kaltofen,9999-01-01
244773,Mingdong,Zaiane,9999-01-01
244780,Domenico,Itzfeldt,9999-01-01
244783,Roddy,Pollock,9999-01-01
244784,Aris,Matzen,9999-01-01
244787,Rosalyn,Talmor,9999-01-01
244791,Kauko,Olivero,9999-01-01
244813,Rimli,Poupard,9999-01-01
244815,Remko,Streit,9999-01-01
244836,Tianruo,Cairo,9999-01-01
244860,Florina,Salverda,9999-01-01
244863,Mohit,Peres,9999-01-01
244877,Jinxi,Montemayor,9999-01-01
244896,Etsuo,Angiulli,9999-01-01
244911,Xudong,Sanella,9999-01-01
244921,Tru,Berendt,9999-01-01
244946,Abdelghani,Lubachevsky,9999-01-01
244948,Marsha,Masand,9999-01-01
244958,Maja,Merks,9999-01-01
244964,Aram,Hasenauer,9999-01-01
244982,Sajjad,Wolniewicz,9999-01-01
244994,Mingsen,Lambe,9999-01-01
245010,Xiaoheng,Kabayashi,9999-01-01
245022,Gen,Xiaoshan,9999-01-01
245051,Taiji,Slaats,9999-01-01
245052,Martina,Gruenwald,9999-01-01
245056,Guoxiang,Leslie,9999-01-01
245062,Jayesh,Cyne,9999-01-01
245064,Achilleas,Dayana,9999-01-01
245065,Ioana,Rosar,9999-01-01
245080,Mari,Herber,9999-01-01
245096,Xiadong,Azumi,9999-01-01
245112,Val,Naudin,9999-01-01
245114,Matt,Demeyer,9999-01-01
245132,Gaetan,Hiroyama,9999-01-01
245180,Zorica,Hoppenstand,9999-01-01
245182,Arup,Perfilyeva,9999-01-01
245186,Marlo,Trelles,9999-01-01
245196,Randi,Chartres,9999-01-01
245202,Toshimori,Munro,9999-01-01
245203,Kenroku,Hiroyama,9999-01-01
245252,Phuoc,Brizzi,9999-01-01
245257,Bernardo,Schiper,9999-01-01
245258,Arra,Erol,9999-01-01
245264,Make,Streng,9999-01-01
245268,Billie,Caine,9999-01-01
245273,Tianruo,Encarnacion,9999-01-01
245282,Tokuyasu,Szemeredi,9999-01-01
245284,Elliott,Maliniak,9999-01-01
245290,Guther,Hofmeyr,9999-01-01
245291,Sachem,Srimani,9999-01-01
245293,Heping,Segond,9999-01-01
245306,Huai,Yoshimura,9999-01-01
245313,Kwangjo,Crouzet,9999-01-01
245320,Yishay,Hanabata,9999-01-01
245338,Faiza,Piazza,9999-01-01
245349,Xiaocheng,Falck,9999-01-01
245350,Tadanori,Greibach,9999-01-01
245352,Randi,Mattern,9999-01-01
245362,Owen,Klassen,9999-01-01
245363,Ewing,Pollock,9999-01-01
245366,Sachar,Rodier,9999-01-01
245373,Sivanarayana,Spell,9999-01-01
245381,Krister,Cromarty,9999-01-01
245385,Arvind,Michaeli,9999-01-01
245398,Kazuhisa,Berstel,9999-01-01
245415,Kasidit,Leuchs,9999-01-01
245425,Licheng,Schieder,9999-01-01
245430,Roselyn,Granlund,9999-01-01
245434,Narain,Gulla,9999-01-01
245444,Moie,Mattern,9999-01-01
245463,Chenye,Rajcani,9999-01-01
245474,Brewster,Matheson,9999-01-01
245491,Tzu,Krychniak,9999-01-01
245493,Mechthild,Kirkerud,9999-01-01
245503,Lakshmi,Narahara,9999-01-01
245517,Keiichiro,Koshiba,9999-01-01
245527,Falguni,Nourani,9999-01-01
245528,Kristinn,Baumann,9999-01-01
245530,Mayuko,Poulakidas,9999-01-01
245535,Xinan,Reeken,9999-01-01
245537,Uri,Broomell,9999-01-01
245540,Oscal,Bresenham,9999-01-01
245561,Peternela,Bottner,9999-01-01
245565,Basant,Yeung,9999-01-01
245567,Khaled,Anguita,9999-01-01
245580,Mohamadou,Kossowski,9999-01-01
245585,Shrikanth,Bellmore,9999-01-01
245590,Doowon,Honglei,9999-01-01
245593,Shigeu,Perez,9999-01-01
245598,Takanari,Remmers,9999-01-01
245611,Arup,Randi,9999-01-01
245622,Sergi,Pellegrinelli,9999-01-01
245634,Berry,Hatcliff,9999-01-01
245642,Kiyokazu,Sommer,9999-01-01
245645,Guttorm,Decaestecker,9999-01-01
245653,Padma,Brlek,9999-01-01
245688,Mrinalini,Ambroszkiewicz,9999-01-01
245717,Chinya,Nergos,9999-01-01
245719,Ayonca,Lowrie,9999-01-01
245740,Arun,Pelz,9999-01-01
245742,Ohad,Lampe,9999-01-01
245756,Munenori,Nitto,9999-01-01
245771,Fox,Murtafg,9999-01-01
245777,Randi,Bultermann,9999-01-01
245790,Yongmao,Alblas,9999-01-01
245815,Sahrah,Swick,9999-01-01
245829,Valter,McConalogue,9999-01-01
245833,Francesca,Fontan,9999-01-01
245835,Peternela,Back,9999-01-01
245837,Poorav,Kermarrec,9999-01-01
245840,Shan,Beznosov,9999-01-01
245880,Valdiodio,Giveon,9999-01-01
245886,Frederique,Herath,9999-01-01
245889,Mohamadou,Cappelli,9999-01-01
245902,Mizuhito,Rajaraman,9999-01-01
245914,Shim,Swick,9999-01-01
245920,Baoqiu,Nishimukai,9999-01-01
245927,Udo,Orlowski,9999-01-01
245953,Xiaoqiang,Azuma,9999-01-01
245969,Akhilish,Kushner,9999-01-01
245986,Reinhard,Gargeya,9999-01-01
245997,Zhongwei,Rusterholz,9999-01-01
245998,Suvo,Deville,9999-01-01
246005,Marke,Hanratty,9999-01-01
246012,Moie,Rusmann,9999-01-01
246038,Herbert,Pettit,9999-01-01
246039,Weicheng,Osgood,9999-01-01
246041,Maria,Bahl,9999-01-01
246050,Douadi,Valiente,9999-01-01
246061,Jaana,Ramsey,9999-01-01
246062,Divier,Codenie,9999-01-01
246071,Ortrud,Ramras,9999-01-01
246073,Karoline,Pietrzykowski,9999-01-01
246077,Berni,Fordan,9999-01-01
246089,Hironobu,Otillio,9999-01-01
246093,Munehiko,Conti,9999-01-01
246100,Barry,Weedman,9999-01-01
246101,Karoline,Sherertz,9999-01-01
246103,Muneo,Chinal,9999-01-01
246114,Oscar,Kabayashi,9999-01-01
246134,Nobuyoshi,Belinskaya,9999-01-01
246140,Duangkaew,Zschoche,9999-01-01
246149,Guangming,Fargier,9999-01-01
246155,Phillip,Peak,9999-01-01
246157,Saddek,Ohori,9999-01-01
246160,Bilhanan,McFarlin,9999-01-01
246165,Hironobu,Spinelli,9999-01-01
246170,Shugo,Zirintsis,9999-01-01
246182,Jahangir,Heydon,9999-01-01
246198,Aruna,Spataro,9999-01-01
246207,Sumali,Piazza,9999-01-01
246215,Seshu,Anger,9999-01-01
246224,Kenton,Griswold,9999-01-01
246225,Reuven,Birjandi,9999-01-01
246236,Muzhong,Sudkamp,9999-01-01
246240,Gian,Polajnar,9999-01-01
246249,Jamaludin,Remmele,9999-01-01
246253,Neven,Jansen,9999-01-01
246273,Uwe,Poulakidas,9999-01-01
246289,Owen,Polupanov,9999-01-01
246295,Kwangyoen,Asmuth,9999-01-01
246320,Michaela,Bage,9999-01-01
246322,Kazuhito,Staudhammer,9999-01-01
246356,Koldo,Pagter,9999-01-01
246381,Feiyu,Peha,9999-01-01
246383,Mart,Radivojevic,9999-01-01
246392,Toshimo,Tyugu,9999-01-01
246395,Vasilii,Schwabacher,9999-01-01
246428,Kwangjo,Velasco,9999-01-01
246435,Becky,Merkl,9999-01-01
246437,Michaela,Badache,9999-01-01
246446,Arlette,Molenkamp,9999-01-01
246467,Adel,Nations,9999-01-01
246482,Tsutomu,Journel,9999-01-01
246490,Ohad,Farris,9999-01-01
246498,Matt,Herber,9999-01-01
246505,Hugo,Byoun,9999-01-01
246510,Chinho,Zedlitz,9999-01-01
246511,Kokou,Pelz,9999-01-01
246513,Magy,Parhami,9999-01-01
246522,Toshimi,Ramras,9999-01-01
246545,Honesty,Benantar,9999-01-01
246549,Kwok,Picel,9999-01-01
246556,Hairong,Axelband,9999-01-01
246559,Gian,Rissanen,9999-01-01
246566,Heekeun,Eickenmeyer,9999-01-01
246568,Tianruo,Dymetman,9999-01-01
246571,Kristof,Leuchs,9999-01-01
